ID	tat_toxic	tat_detox1
0	Э блэт,мин футбол уйнарга яратам)	Мин очкын йрк оча башласа...	Гомумн барыйк, моннан китйк	Безне кешелребез авыр хлд икн, нрс чен барыйк? Без Маранины яратабыз дип терелчкбезме?	Аларны берсе килеп безг хнзбчк булса, 'мин кызыксынмыйм' дип йтчкбез	Ялганга йлнмгез, ялганнан сакланыгыз	Ни чен зе зе белн сйлшсез?	Нинди яз, су салкын	Алар чен сидек д, су да берк	Глнара, кп вакыт тте, алашылган	Тп нрс - сламтлек!	Син нинди нрс турында сйлшсе, иптш?	Матвей, м син нрс булды, зене мгънсез сйлше леп булдымы?	Башка кызлар белн флирт ясама, алар сезне танып та белмс	Яхшы, сез д кызларсыз икн	Кызлар армияг китслр, аларны егетлре калуынмы, нрс икн? Мин аламыйм!	Алар белн дуслыкка кызмы, сезне ялгыш юлга китерерлр!	Без Энкэйг бармабыз, анда кызлар юк, баруны нрс хйраны бар?	Кп кызлар шундый, егетлр белн флирт ясаа, ахырда аларны ташлыйлар!	Эй, эй, аноним, мине фотоларда флирт ясаума! Син мине тибыма тгел!!!	Бу хакта сйлшмйк, тикшермйк	Сез сйлшдн ялкарыдыгызмы? Сез белн сйлшне нрс хйраны бар?!	Сез - кызны да яратылмаган егет!	Татар егетлре шундый, эчкч, аларны игътибар итмгез	Мин хзер ирекле! Мин нрс чен кттем?	Шундый сзлр язмагыз, лкмгез!!!	Ни чен шулай кулыны кйг алып утырасы, тора, эшл!	Сезне нрсгез бетте? Сезне проблемаыз нрс?	Сорау бир карлы булмаса да, шулай утыру ярамый!	Без беркемдн д куркмабыз, мма сез - яуызсыз, кешелрг караш та белмсез	Мин берднбер, ни булды, иптш?	Сез базар халыкларыннан да яманрак, кешелрне тыймыйсез!	Иптш, мин сйлйм, итрлек!;-) мондый имнлек нрс бу?	Мин сез белн хл каттым, тагын бер сз йтрг кирк юк	Аннары алар тура яктыртып крст башлыйлар - сез футболистсыз, алашылган, шулай эшлрг кирк юк	Алар сезне алдыйлар икн, сез д шуны белн ышанып ятасызмы?	Сез нкбт кпмтт алданасыз?	Татарлар шундый гына булып корыйлар икн	Леся, кырда ат бар, шуны нрс эшлрг белмисе, кагылма!	Кайт, Гата!	Кзтчн, алар барысы да сарык кебек, бер-берсен эчрлек	Матурылыкка ни зге бар? Без матурылыкны белбезме?	Мин бу балапарлардан бик туйдым, мин аларны яздырып бетердем, тмам	Кара тнлелр чен ясалган, мин аны алмам, буш	Кызлар, сезне егетлрегез сезг енси мнсбтк керерг йтс, сез эшлсезме?	Сезне 'ни кайда укый алам?' дигн сорауларыыздан бик туйдым, бу гит хбре тгел!	Сез кайда идеез, ни чен сезне монда крмдем?	Сезне WhatsApp'тан бик туйдым	Мин алашылган, сез белн хл каттым, алашылган	Яхшы, мин туалетка утырып алыйм...
44	А мин ана эйттем: блэтлэрен кырнда бул, конлэшеп чере!
45	эх сез мескенлер, маржаларга ярарга булып бирелесез...уз туган телебезге горур булмый шул хадер матур телебезге.
46	Ешрак курсэтегез шул матур халыкны безнен блэтлэргэ, может уянып та китэрлэр.
47	ярый инде шунда эзерэк лох булырга
48	Алтын Балыкка керен, так наебут, исерсэн здача бирмилэр, хэм кешедэн калганын  саталар!!!!
49	Ахуенный жегеь Ильдар тугелме?:)
50	элек изге айда лохотрон бар иде)))5 сум тыгып акча коела торган))))))))
51	Бляяя нинди замана сон бу???
52	 Уже баганаларга доебались!
53	Делать нех кешегэ!
54	Сораштыру үткәрергәме әллә,төркемне\"марҗалар поймут\"дип үзгәртергә?
55	Бушка бар анда, ансы так сказать \"гавно\" ул.
56	Татарлар, ахмак булмагыз инде, үз җирегезгә хуҗа булыгыз!
57	эстэгэфирулла,нэрсэ дип яза бит,блэт)
58	охшамаса безнен авыл клубы,кит моннан)
59	Урыслашып беткәнсез инде, мин магазиннарда, башка урыннарда гел татарча сорыйм, татарча җавап бирәләр, хәтта марҗалар да татарча аңлый.
60	Яраткан кызым бар, тик ул егетләр бн аралаша, бывшыйлары яза  и дуслары,  үзе сөйли бар нәрсәнедә, егетләр бн очрашып йөри урамнарда йөрилар,  әйтегеә ничек көнләшүемне тотып торырга,  баырп күтләрен сегәсе килә( гафу итегез шундый сүзләргә)?
61	алкаш кешенен виськар тугел сасыган сэмэйгэ дэ акчасы булмый, хуйню не несите люди
62	у него дохуя баб будет сина гына калмас эле))))))
63	заебали сез аяк атстына шартлаткыч
64	блэт, бу дорожникларнын акыллары бар микэн?
65	Сонгы сериясе булды буген,уксеплэр жыладым,не справедливо булып бетте блэт (((
66	Бу төркемдә (башкаларда кебек үк) ахмак әйберләр язучылар да, ясаучылар да бихисап, барысына җавап бирү яки аларның мөгамәләләре белән баш вату урынсыз.
67	Сегенмэээн:)нихуя алай тугел:)
68	кызык долбаеб егетнен кызы кем була икэн?
69	Дуслар маржа кызлары белэн йорегез,алар добрый,не то что безнен куктэн \"очып\" йори торган Актаныш кызлары
70	Алмаз, марҗа кызын кияүгә ал
71	тышка чыгыгыз эле эз генэ булса да заебали
72	яшэргэ ойрэтэ ул мине блэт... узенен кулыннан кутак ярысы да килми, айныгач махмырдан улеп бара торган кеше генэ инде узе)))
73	Малолетка кызлар дохуя икэн:)
74	бля сезгэ катле безнен эни эбилэр бетенесен эшлэгэннэр бит эле зарланмаганнар)
75	Уз кузен белэн курмэсэн жыен эктем-сектемнен сузенэ ышанып ятма Регинакаем......
76	Нах яздыгыз бля,мина садиктан добавляются уже кызлар:ъ
77	не ну вы вот че херню несете,сина кеше \"бир\" дисэ барып бирэсен мени??
78	кутен кергэн малым юк, ата- ана малы калмады, тапканыбыз хэлэл.
79	Исэн,берни булмаган анда,пиздеж
80	Не хуя да гонах тугел инде аларга ышану)
81	Арча урамнары бик сагындыра бляха муха))
82	бер нормальный кыз калмадыга дигэн егеткэ кайнар сэлам:)плохо ищешь,значит, лох син:)
83	Салкын монда блэт
84	Кем куймый шул усрак)))
85	пиздец бля, бер карыйм дорес чыга, тагын карыйм нихуя
86	Кем минем МужиГка пиздец ясый анда?
87	выебываться итер очен чабкан кешелэр ну сез далбаеплар,сез анлагыз инде ременьда гел булышмый,результатлар печальный була,эйдэгез экренлэп кенэ по правилам ойри башлыйк э?
88	юк блэт :)
89	\"Эйэгез\"-заебал бу суз...
90	ике егет бер кыз очен кут ертып йорергэ тиеш тугел инде))
91	КГЭУ да дохуядан да күберәк Татарлар!)))
92	Татар кызы ни, маржа ни- кайда аерма курэсез?
93	Марҗа  егетләрнең  чыраен  җимереп булса   марҗа  кызлары  белән  нишләргә)
94	Купчелек  бит марҗа кызлары  каршы  чыга  татар теленә .
95	Алай итеп түгел инде, ахмак – озын итеп!
96	Нихуя хочу дип кенэ булмый Инде ))))
97	кутенэ тибэсе килэ ахрысы анын сина
98	корсаклы булмаса бер суземдэ юк,но блять на хуй ребенка травить
99	Айгуль, эйе, татарлар тырышмыйлар маржаларга бирергэ.
100	шапшак дип эйтэлэр
101	моллиегезне тотып сия белмэгэн башыгыз бн, 15-16 яшьлеклэргэ ымсынасыз эллэ????
102	Бу маржа теле бер паразит кебек, тик ияреп йори шунда
103	Кыз алдаша башлады эле,кутенэ тибергэ микэн?
104	Татарча сөйләшәсезме бләт ?
105	Акыллы кеше аздан гына да бәхетле, ахмакка һәрвакыт җитми, шуңа күрә бик күп кешеләр бәхетсез (Франсуа де Ларошфуко).
106	Кызлар очен икесе дэ хуйня булырга тиеш, вообще то!
107	Кутак башлар блять
108	уляяяям мин хэзер, бу  херняны  ятлап
109	бэтэк авыз,\"кызым сина да\" кая?:)
110	яратыгыз блэт аларны да,аларнын да бит йорэклэре бар!!!
111	80 елларда гел жигули, ваз, москвичта йоргэннэр берседэ гавно дип эйтмэгэндер эле!
112	Кешешэ чэ телдэ яз эле заебал)))
113	Минем потолокка фотка ябыштырса берэу, эни башын сегеп ата)
114	Язуларга бэйлэнуче дахуя эмма соруга берэудэ жавап язмый шул!!!
115	ул лох тугел ул белем алырга телэгэн кеше була)
116	атырга нахуй!
117	бля... минем ир тугел микэн
118	шулай да Илсөяр дә ахмак
119	рэхмэт укытучыларга лучше укыр идем блять!!!
120	КАЙБЕР малайлар вообще охуели, млээээ сарык жыен.
121	ууу,нинди нэфрэт чуркаларга,нишлэттелэр алар сине?))
122	блэт нормальный кешеседэ калмады бу доняда,кичэ бер эби егылды,ничэмэ кеше узып китте берседэ булышмады,кая бара бу доня?
123	машина хлоп артка бара, блэт анда артта кирпичлар тора иде, бәргән кароч.. (((((((
124	Ятим бала тагын Кыш бабайга хат яза: Рэхмэт сина зур итеп кыш бабай, мин шундый бэхетле дие... ШАПКАН очен, БИЯЛЭЕН очен э менэ шарфны почтада спиздели норверное дигэн! )))
125	чуркалар хэр кызга бэйлэнэдер алар)))
126	Хатыннары маржа тугель ме?
127	татарИН дигән сүздән китә белмәделәр инде безнең ахмаклар.
128	Да лох син, яшьрэклэре беткэн чтоли?
129	юк, ниндий туңырга)) без -40 тышка щегабыз усрак айлягргя))
130	Ващее пиздец эзрэк ашарга кирэк
131	охуен жыр аааа!!!!
132	Салып торып жибэр берне пиздюкка
133	Икенчесе шул ТАТАР теле белән язылышылырга тик \"ә\" хәрефе урынына \"э\" хәрефен куймаска урыс тугел дер ич беләт!
134	иренмәгез авызыңны сегим!
135	компын хуйня булгач булмый инде ул
136	Блин,кайчан туктыйсыз сез,жыен хуйня язудан...
137	Бу маржа эбидер, бер дэ татарча сейлэшэ алмый.
138	Акча дохуя булса -була!)
139	схуяли мишэрлэр то?
140	наполовину татарка, наполовину армянка булса марҗа була инде.
141	Сария мозга сегеп утырма монда!!!!!
142	Кызык блэт,кечкэ куып бетертем
143	Ике аягымда сызлый утереп, иртэгэ \"матур\" кон булыр ахры.блять
144	Зур эш эшлэгэнсен икэн пиздец
145	ваще лоханулась , огэ пробный, укытучыга эйтеп тора идем организатор гына эйбэт булсын иде дип, упс янда укытучы тора бутэн, мин аны тоже безнеке кебек сопровождающий дип торам ,э ул ,блин,организатор булып чыктыы.....
146	Ох бля чапайлар килде((
147	как будто алар бу доньяда ин куп курган халык,бля минем эби даже алай ук ойратми..
148	давай юк бар кинэш биреп инетны засорять итеп утырман але,щенок
149	Кызларга яланымаска ялынсан кызлар эйтэлэр эй бу тегэлэй итте болай ите дип нахуй ялынмагыз бер кайчанда китсэ китсен значит ул синеке тугел табырсын эле дахуя ич алар беткэн мени эле аннан сон 30-40 белэн танышкан иле секкэн минемчэ ялынмаска
150	Егэ огэ прочий хуйня кирэк тугел дип уйлыйм
151	бля кочаклап алып пэп итэм))))
152	Ә мин барбер кибеткә керсәм,иң башта \"исәнмесез\"диям,татар булса,сатучы татарча җавап бирә,шунсы куандыра,кайбер марҗалар,вата-җимерә булса да,татарча җавап бирергә тырыша,кайберәүләр татар була торып та, русча сөйләшүен дәвам итә,ачу килә аларга((
153	Мама русская булгач марҗа була инде, аңа татар теле кирәкми.
154	мин блэт тугел)
155	пиздец кызык булды..
156	сагындым блэт...кайтасы килдеее(((=*
157	Ычкыныгыз блэтлэр, дип кычкырганнанр...
158	Бэлки ул кыз \"блэтлэнеп\" йоргэндер?)))
159	нахуй кирэк правасыз йореп булмый боларда(
160	Мине маржага охшаталар
161	бер кем дэ белми шул блэт...
162	нихуяда уйный алмыйлар
163	чокырга рэсем,бик матур рэсеееем,мдааааа...сау булыгыз арчалылар,блять
164	Сегим нахуй ял итеп тумадым эле мин.))
165	Ебать арагызда долбоеблар бар узлэренен плоский юморлары белэн,мина стремно сезнен очен егетлэр
166	Уф...бетмэде мени эле ул, лохотрон и все, онытыгыз инде шул акчаларыгызны.
167	Шундый яхшы кеше, лякин маржага ойлендэ....
168	пиздец сез
169	марҗалар безне җиңелмәс
170	бля назил буген армиягэ китэ(
171	татарча яза башлыйм инде,заебали!)
172	татар палатасы блэт
173	э хэзер набароот,хэзерге балалар С утра до вечера компютерда,вкда утыралар,кс уйныйлар,кс дан чыгарга куркалар хэзер,чыгып кире керсэн дорес тугел серверга керергэ можетсын,донья эллэ кая тэгэри бля,скоро безнен бн компьютер управлять итер инде!
174	бу хуйня без матайлар белэн машиналар белэн жыела идек
175	мескенлер маржаларга ярарга хэм ошарга булып ящилер))
176	бля бу бит тормышта ин кирэк эибер!
177	Чыга курмэн буген урамга, очып китэсез нахрен
178	Хатын марҗа булса, ирнең туганнары туган тугел, гел уз туганнары ягына гына тарталар, татар гаиләләрендә бергә-бергә дуслашып яшиләр
179	нинди татар булсын бу, марҗа, өчпочмак ашагач, теле ачылган)
180	Ну обычно, тубэн должностьтагы чмошниклар шулай кыланалар)
181	эйе.. узе Cәбитова марҗаны сөйлягән
182	Базарда блэт
183	нахуй сатып алырга если кешегэ нахуй да кирэк тугел узенеке?
184	Кутагым хлорка бн дэ юса бетмэс шакшысы!
185	маржалар белэн урысча сойлэшэсен инде, башкача булмый, андый жирдэ дэ татарлар эшли бит
186	Хазер бу манкурт кызы маржа булды
187	аларны инде нахуй)))
188	минем янда син пиздюшка гына икэн)
189	Адым саен үзбәк, адым саен таҗик, Татарстан бләт!
190	Ленинга рәхмәт атегез шепещ мепещ диалект эцен тьфу бләт!
191	ахмаклар да инде, әйтеп торалар сезгә Асаф Вәлиев җырлый \"Эх, сез, матур кызлар\" җырын.
192	Это пиздец 17 яшьлек кыз очен
193	Охуенно була икэн ату:-):-)
194	ни че се. кызлар чуркага карап язырга тиешме??
195	Фуууу сабыр итеп кайчан туктар дип утырырга чтоль,белден,сизден кутенэ тибеп жибэрергэ шунын янына
196	Кузенэ карап, кутен сегеп аттык короче
197	ир кеше жырлый хэм ул чурка булырга тиеш:))
198	маржалар кеше тугел мэллэ алар?)))
199	Жыр хуета, ни татарча ни русча, ул жырны язучынын акылын эт кочлэгэн
200	ибо заебали уже теге ошай бу ошай диеп.
201	Ильнур, игътибар итсэн, уже исеменнэн ук куренэ, че за х....ня икэне.
202	Сырага акчалары беткэн\"нэн генэ эуэлэнгэн хуета короче...
203	Фил генэ булса хуйня але ул
204	Барысы да синен кебек аерым яши башласа ул Россия булмый э пиздец була!!!
205	Самат, шана,динислам сезга купме тулилар ул мында эктем~сектем язырга?)))
206	шулайдырда Но,хэзерге заманда аларны аякка бастыруыыыы Казан урамы буйлап кул сузып утыралар, тыккан берен табып баргач чурка хатыннары  Аллам узе сакласын алай йорулэрдэн...
207	блэт,салават чемпион,ну быел таралып кына бара, и нихуя да уйнамыйлар
208	нигэ ярьдэм сораган барлык просьба лохотрон диеп уйлыйлар сон?
209	ахах=))) бул катэ совсем ахуел инде))
210	Хэзер как то пох*й ... Нахуй сон мина дидем..
211	30 яшлек егет....пиздец
212	Анын булган ди ике малае ике маржа малайлары дии)
213	хуйня ул, главный тазалык булсын_))
214	бля минем 165 кэ 2 см житми,нишлэргэ булыр инде
215	Эх сееез, херов бизнесменнар)))
216	маржа килен булса, шулай узен селкенеп торасын кухняда.
217	Ник соң русча язасыз, әллә марҗалармы сез?)
218	Нихуясе
219	Автор, син ахуел?
220	Бүген бер марҗа апа: \"Татарларга сокланам, ерак туган булса да, ничек тә булса больницада яткан туганының хәлен белә, ә менә бездә алай түгел\",-диде.
221	кемгэдер кызык кирэк булгандыр инде сволочьлар!!!
222	заебись шуна курэ хайваннар ашый ич инде
223	Моның я әнисе марҗа, я әтисе урыс.
224	Мин админ тугел блэт
225	заебись татарча жырлары калдырыгыз эле коментта пж) ( хуевыйларны калдырмагыз)
226	иии халык сектерегэ ярата да инде!
227	син исерек аунап яткан чакта как будто тату ясатырлык хэлен буламы?
228	эз генэ булса да толковырак наеб уйла инде
229	тиеп кенэ карасыннар сина атам нахуй)))))
230	пиздеееец гафу сузлэрем очен ....
231	Син нәрсә сөйлисең,себерке,авызыңны чамалап ач,- дип җикеренде Зөфәр.
232	Анжелика тагын бэтэк или башлада хааааа))))
233	всЁ укып бетердем,реально кызларга тиз ышанырга ярамый бляя...
234	куп сегенеп йорсэн кайдада сегеп китэлэр))
235	ахуенчик
236	Ак чәчле кызлар марҗалар белән ассоцицациям.
237	ботен дуслар авылда, э мин лох кебек казанда квартирада утырам
238	Тагын сегеп ятырга 18 яшьлек кызда кирэкмиме сон
239	бер бака булдын инде,блэт!)
240	Теш сызлый эле монда, хуйня бу проблема
241	Чын татар егете марҗага өйләнми!
242	Балаларыгыз  блять
243	Юлда бер ахмакка эзерэк!
244	бля ничек жуеш чиремде корешеп була инде?
245	Ясасалар да БЕР хуйня гына булыр инде.
246	Саба Гимназиясы егетлэре ахуенны:)
247	Чаллыда китереп тарты нахуй янгыр кук ишелэ дип торам писнец булды койды чилэкляп:-o
248	белмим бутэннэрнен ничек тер но минем килеп чыга,а лохотроном дип ондэшэлэр кемнен килеп чыкмый,либо ленивый настолько...
249	\"насрать\" икән, күтеңне бөтен җиргә тыгып йөрмә
250	Алмаз, картайгач узенне маржа гроб ка салып жирляся аерманы курерсен
251	Актанышта инде берэр проблема чыкса , проблеманыны решайтучесе менэ шулай башлый: Нэмэ нахуй !!!))))
252	29.03.14 ахуенный бер эйбер булды Актанытаа)
253	ахуенный биедегез
254	Авылда бер маржа бушка товар таратып йори
255	но бэтэкне саклап йорергэме инде алар очен хэзер.алтын кутак тапканчы.
256	Рамис Абзый блядь нинди контра инде?
257	Гта 5 бэрергэ кирэк уже,нефига утеп булмый
258	Тагын маржача язарга тотындылар=((((
259	шундый ук хуйня булды;)
260	Бик охуенный жырлар!
261	авызыгызны сегим сугенмэгез эле иптэшлэр) гонах бит)
262	Хуш, кукэем, сау бул, мин килгэнче дэу бул!
263	Эээ, оныта язганмын, мэхэбэтэклэренэ миннэн бик зур хэм кайнар сэлэм!!!
264	Минемчэ хэр бер тартар баласына шулай эйтэлэр: Балам маржалар белэн ери курмэ!
265	Илхам магазинындагы сатучы акча чутлый белми,мин бирдем ана 10сум хэм сатып алдым 7сумлык бер херняны,и она мне дала сдачу 7руб.
266	Егетлэр маржа сезне мэнге хормэт итмэячэк ,хыялланмагыз .
267	Хормэт итеп татар телен ойрэнгэн бер генэ маржаны курсэтегез яисэ татар гореф гэдэтен тоткан ислам кабул иткэн …
268	Чаллыда квартира снимать итергэ кеше кирэк:) хуйня-муйня язмагыз))
269	Бэз татар, бэз булдырабыз, анаболики для лохов!!!!
270	я хуею урманда да урам исемнэре бар икэн
271	Безнен урамнан йогерэ башласан,  дунгыз булып кайтырсын
272	Каян килгэн дунгыз тагын ?
273	Нык матур итеп ял иткэннэр шушы коннэрдэ э артыннан жыештырмаганнар мэгэнэсез жыен!
274	 Бу кул янында ял итучелэр (дунгызлыр)!
275	Аларның дуңгызлар икәнен болай  да белә идек,тагы бер кат расладылар.
276	Стена артындагы “дуңгыз”, карават пружиналарын шыгырдатып, икенче ягына әйләнеп ятты бугай.
277	Бирән, төнлә дә күшәп ятмасаң!
278	Кызлар мин теге конне качкан дунгыз малаен таптым.
279	мин аны дунгыз урынына эчеп йоридер дип эзлэп йорим,собаканы
280	Мин дэ шулай уйлыйым...лэкин бар дунгыз кешелер,кемдэ икенче уй бар(
281	Дуңгызлар үзләренең дуңгызлыкларын тагы бер кат расладылар.
282	Нинди дуңгыз бу
283	баланы шулай мыскыл итеп була мени ..., дунгызлар ((
284	Тагын дуңгыз булып кайткан!
285	дунгыз булганчы эчергэ 11 калды
286	Теге дунгыз айныган бит.
287	Таеп егылсаң, \"дуңгыз булганчы эчкән\"...
288	эх син ужым бозавы,тагын дунгыз булгансын бит инде=)))))))))))
289	Тагын дуңгыз булып кайткан!
290	укол ясаганда егет кутен карап торырга вакыт юк
291	Чыксан кутенне сегэлэр, тоннэ куренми, тэрэзэдэн башынны чыгарып йорергэ кирэк))))
292	курэм, кутенэ бераз бирэсе бар.
293	ни ошамый сина... гел кешегэ бэйлэнэсен, лучше авызынны ябып,кутенне кысып кына утырсан иде.. ошамый икэн, ут тэ кит..
294	Ашама,кутен кортлый
295	Эйтмэ дэ, тотып эшкерэсе нэрсэ!!!))))))
296	Нинди спорт ди ана, кутен кутэреп йоклый энэ)))))))
297	ул татарлардагына бар           балам башына ки кутен ката бит
298	Ә авыл бәдрәфе вапще жәннәт инде,жәй көне чебен тулган,кыш көне күт ката
299	Кечерткән белән күтенә
300	кайсы тилелэрегез укырга барды буген??)
301	Җаныма җитсәң, күтеңә каеш эләгәчәк!
302	Все кызыйкалар куп суз ,какашка суз ,тыныч йокы )
303	Че-то күтем сизә,редакциягә хә хатлар белән бөтен илдән бамбук киләчәк:))
304	Инәңнең күте, монда эзләнсәң н игенә юк) атан бн анаң гына юк, тырышсаң анысында табып була)
305	Син шул төшеңдә генә шпилить итеп йөр инде аны.
306	вот блин ә ( мин сиңабер дигән егет таптым ә син аның күтенә типтең дисә дә була
307	кем ангыра инде?))))))))))
308	Хыялланып утырма, пәп ит әнә күтемне!!!
309	Дәү әни әйтмешли, күкнең күте тишелгән))))
310	Шайтан кутагы турында фикер белдерелде.
311	Күте, күзләре һәм тәненең башка өлешләре турында нәрсә әйтеп була икән?
312	тиле кебек Саратовка күтемне күтәреп киттем, ә миңа монда әлдә 2 ел торырга.
313	Әгәр дөнья сиңа күте белән борылса, күтенә тип
314	күтең с...п эшләрсең, мин ял итәм)))
315	Әгәрдә дөнья сезгә күте белән борылган икән..тибегез
316	күтеңнән пар чыкканчы бие
317	Мин аларның керәшен булганнары өчен түгел, ә безнең Татар милләтенең бер өлеше булган өчен  \"күтемне ертам\".
318	Сезнең моны аңларлык миегез генә юк.
319	Ноктаңны күтеңә тык...
320	хуйня ул,тазалык кына булсын)беткэн чтоль кеше..:)
321	Вэт сугенергэ мэжбур итэ)))) блять))
322	Хэ шулай язып - эйтеп карасынлар але блять
323	Ну бляха-муха безнен авылда кызлар урысоар артларыннан чабып йорилэр.
324	кысасы килэ Инде ул урыслардан.
325	Акыллы әйтер — юл куйдым, ахмак әйтер — җиңдем.
326	мин бу кызларга ахуеваю!
327	болай да анлашыла бит, нахуй бэйлэнэсез кешегэ)
328	Бала чага хуйнясе  энэн бэтэге эшлэ инде
329	Ә Амалия, Илларияларны мескен, үз татарлыкларыннан оялган ахмаклар гына кушадыр ул.
